code,description,unit,price
GASKFF10125,PVC Gasket for FF1 full face stub 125 mm GASKFF10125,each,131.12
GASKFF10140,PVC Gasket for FF1 full face stub 140 mm GASKFF10140,each,189.79
GASKFF10160,PVC Gasket for FF1 full face stub 160 mm GASKFF10160,each,223.31
GASKFF10200,PVC Gasket for FF1 full face stub 200 mm GASKFF10200,each,373.82
GASKFF10250,PVC Gasket for FF1 full face stub 250 mm GASKFF10250,each,510.73
GASKFF10315,PVC Gasket for FF1 full face stub 315 mm GASKFF10315,each,619.82
PVCFPSC0040C,"PVC Pipe support clip, closed (with retaining bracket) 40 mm PVCFPSC0040C",each,22.81
PVCFPSC0050C,"PVC Pipe support clip, closed (with retaining bracket) 50 mm PVCFPSC0050C",each,26.53
PVCFPSC0063C,"PVC Pipe support clip, closed (with retaining bracket) 63 mm PVCFPSC0063C",each,33.41
PVCFPSC0075C,"PVC Pipe support clip, closed (with retaining bracket) 75 mm PVCFPSC0075C",each,45.53
PVCFPSC0090C,"PVC Pipe support clip, closed (with retaining bracket) 90 mm PVCFPSC0090C",each,60.72
PVCFPSC0110C,"PVC Pipe support clip, closed (with retaining bracket) 110 mm PVCFPSC0110C",each,70.04
PVCFPSC0125C,"PVC Pipe support clip, closed (with retaining bracket) 125 mm PVCFPSC0125C",each,164.15
PVCFPSC0140C,"PVC Pipe support clip, closed (with retaining bracket) 140 mm PVCFPSC0140C",each,173.43
PVCFPSC0160C,"PVC Pipe support clip, closed (with retaining bracket) 160 mm PVCFPSC0160C",each,204.20
PVCFPSC0200C,"PVC Pipe support clip, closed (with retaining bracket) 200 mm PVCFPSC0200C",each,251.21
PVCFPSC0016,"PVC Pipe support clip, open 16 mm PVCFPSC0016",each,8.75
PVCFPSC0020,"PVC Pipe support clip, open 20 mm PVCFPSC0020",each,7.43
PVCFPSC0025,"PVC Pipe support clip, open 25 mm PVCFPSC0025",each,9.57
PVCFPSC0032,"PVC Pipe support clip, open 32 mm PVCFPSC0032",each,10.61
PVCFPTFE,PVC PTFE tape 12mm x 10m PVCFPTFE,each,6.88
PVCFPTFEH,PVC PTFE tape 12mm x 12m PVCFPTFEH,each,20.50
PVCFPTFEHW,PVC PTFE tape 12mm x 30m PVCFPTFEHW,each,54.33
CEMEEZ0118B,PVC EZ Weld solvent cement for uPVC 118 ml (B) CEMEEZ0118B,each,134.33
CEMEEZ0118H,PVC EZ Weld solvent cement for uPVC 118 ml (H) CEMEEZ0118H,each,140.69
CEMEEZ0237A,PVC EZ Weld solvent cement for uPVC 237 ml (A) CEMEEZ0237A,each,236.90
CEMEEZ0237B,PVC EZ Weld solvent cement for uPVC 237 ml (B) CEMEEZ0237B,each,192.42
CEMEEZ0237H,PVC EZ Weld solvent cement for uPVC 237 ml (H) CEMEEZ0237H,each,195.15
CEMEEZ0473A,PVC EZ Weld solvent cement for uPVC 473 ml (A) CEMEEZ0473A,each,422.06
CEMEEZ0473B,PVC EZ Weld solvent cement for uPVC 473 ml (B) CEMEEZ0473B,each,350.36
CEMEEZ0473C,PVC EZ Weld solvent cement for uPVC 473 ml (CLN) CEMEEZ0473C,each,246.89
CEMEEZ0473H,PVC EZ Weld solvent cement for uPVC 473 ml (H) CEMEEZ0473H,each,350.36
CEMETAN0050,PVC Tangit (Henkel) solvent cement for uPVC 50 ml CEMETAN0050,each,92.84
CEMETAN0100,PVC Tangit (Henkel) solvent cement for uPVC 100 ml CEMETAN0100,each,140.36
CEMETAN0250B,PVC Tangit (Henkel) solvent cement for uPVC 250 ml (with brush/dauber) CEMETAN0250B,each,264.06
CEMETAN0500B,PVC Tangit (Henkel) solvent cement for uPVC 500 ml (with brush/dauber) CEMETAN0500B,each,441.98
CEMETAN0500,PVC Tangit (Henkel) solvent cement for uPVC 500 ml CEMETAN0500,each,534.30
CEMETAN1000,PVC Tangit (Henkel) solvent cement for uPVC 1000 ml CEMETAN1000,each,758.91
CEMECLN0500,PVC Tangit cleaner 500 ml CEMECLN0500,each,275.45
PPHFCON0500B,"PVC PP tank connector, lock nut and seal 1/2"" x 40 mm PPHFCON0500B",each,89.25
PPHFCON1000B,"PVC PP tank connector, lock nut and seal 1"" x 45 mm PPHFCON1000B",each,115.88
PPHFCON1250B,"PVC PP tank connector, lock nut and seal 1.1/4"" x 35mm PPHFCON1250B",each,136.34
PPHFCON1500B,"PVC PP tank connector, lock nut and seal 1.1/2"" x 40mm PPHFCON1500B",each,145.20
PPHFCON2000B,"PVC PP tank connector, lock nut and seal 2"" x 60 mm PPHFCON2000B",each,182.68
PPHFCON0750B,"PVC PP tank connector, lock nut and seal 3/4"" x 40 mm PPHFCON0750B",each,93.25
PVCFRC103150160,PVC Reducing bush 315 x 160 mm PVCFRC103150160,each,
PVCCON007500903000,"PVC PVC tank connector (VDL) 75 x 90 mm x 3"" PVCCON007500903000",each,
PVCCON009001104000,"PVC PVC tank connector (VDL) 90 x 110 mm x 4"" PVCCON009001104000",each,
PVCCON011001254000,"PVC PVC tank connector (VDL) 110 x 125 mm x 4"" PVCCON011001254000",each,
PVCCON011001255000,"PVC PVC tank connector (VDL) 110 x 125 mm x 5"" PVCCON011001255000",each,
